Table 22.  Delaware - Race and Hispanic Origin:  1790 to 1990,,,,,,,,
"(See text for sources, definitions, and explanations)  Table with row headers in column A and column headers in rows 3 to 5",,,,,,,,
1800  ..............................................................................,"64,273","49,852","14,421",(NA),(NA),"14,421","8,268","6,153"
1790  .............................................................................,"59,096","46,310","12,786",(NA),(NA),"12,786","3,899","8,887"
,,,,,,  ,,
PERCENT,,,,,,  ,,
1990 ................................................................................,100.0,80.3,16.9,0.3,1.4,1.1,2.4,79.3
.   Sample ................................................................................,100.0,80.4,16.8,0.3,1.3,1.2,2.3,79.4
1980 ...............................................................................,100.0,82.1,16.1,0.2,0.7,0.9,1.6,81.3
.   Sample ................................................................................,100.0,82.1,16.2,0.2,0.8,0.7,1.6,81.3
1970 ...............................................................................,100.0,85.1,14.3,0.1,0.3,0.2,(NA),(NA)
.   15% sample/1 ...............................................................................,100.0,85.1,14.3,0.1,(NA),(NA),1.1,84.1
.   5% sample ...............................................................................,100.0,85.3,14.2,(NA),(NA),(NA),1.5,84.0
1960 ................................................................................,100.0,86.1,13.6,0.1,0.1,0.1,(NA),(NA)
,,,,,,,,
1950 ................................................................................,100.0,86.1,13.7,-,-,0.1,(NA),(NA)
1940 ...............................................................................,100.0,86.5,13.5,-,-,(X),(NA),(NA)
.   5% sample/2 ...............................................................................,(NA),(NA),(NA),(NA),(NA),(X),0.1,86.4
1930 ................................................................................,100.0,86.3,13.7,-,-,(X),(NA),(NA)
1920 ................................................................................,100.0,86.4,13.6,-,-,(X),(NA),(NA)
1910 ...............................................................................,100.0,84.6,15.4,-,-,(X),(NA),(NA)
1900 ..............................................................................,100.0,83.4,16.6,-,-,(X),(NA),(NA)
1890/3 ...............................................................................,100.0,83.1,16.8,-,-,(X),(NA),(NA)
,,,,,,,,
1890/4 ...............................................................................,100.0,83.1,16.8,-,-,(X),(NA),(NA)
1880  ...............................................................................,100.0,82.0,18.0,-,-,Black,,
1870  ...............................................................................,100.0,81.8,18.2,-,-,Total,Free,Slave
1860  ..............................................................................,100.0,80.7,19.3,-,-,100.0,91.7,8.3
1850  ...............................................................................,100.0,77.8,22.2,(NA),(NA),100.0,88.8,11.2
1840  ..............................................................................,100.0,75.0,25.0,(NA),(NA),100.0,86.7,13.3
1830  ...............................................................................,100.0,75.1,24.9,(NA),(NA),100.0,82.8,17.2
1820  ..............................................................................,100.0,76.0,24.0,(NA),(NA),100.0,74.2,25.8
1810  .............................................................................,100.0,76.2,23.8,(NA),(NA),100.0,75.9,24.1
1800  ..............................................................................,100.0,77.6,22.4,(NA),(NA),100.0,57.3,42.7
1790  .............................................................................,100.0,78.4,21.6,(NA),(NA),100.0,30.5,69.5
Footnotes:,,,,,,,,
 - Represents zero or rounds to 0.0.  (X) Not applicable.  (NA) Not available.  1/Hispanic origin based on Spanish language.  2/Hispanic origin based on the White,,,,,,,,
    population of Spanish mother tongue.  Percentages shown based on sample data prorated to the 100-percent count of the White population and on the,,,,,,,,
    100-percent count of the total population. These estimates are in italics. See Table E-6 and text. 3/Includes Indian reservations.  4/Excludes Indian reservations.   ,,,,,,,,
Source:  U. S. Census Bureau,,,,,,,,
"Internet Release Date:  September 13, 2002",,,,,,,,
